[1],0.000000,0.400179,0.331841,0.147226,0.067452,0.029136,0.012042,0.005231,0.004049,0.001852,0.000990,0.427745,0.204348,0.000000,0.348755,0.327344,0.157561,0.078467,0.048313,0.022625,0.008388,0.005305,0.002524,0.000717,0.402133,0.184860,0.000000,0.262118,0.333767,0.200003,0.112115,0.049561,0.022541,0.011106,0.004753,0.001227,0.002809,2.454675,0.474899,0.000348,0.355888,0.336119,0.168952,0.071191,0.031374,0.014984,0.011651,0.004057,0.003652,0.001785,4.364266,0.579924
[10],0.000000,0.157938,0.300008,0.258266,0.144487,0.073049,0.033888,0.018799,0.007201,0.004396,0.001967,5.827148,0.102579,0.000000,0.125905,0.262203,0.256752,0.170914,0.100802,0.044997,0.023630,0.009095,0.003435,0.002266,1.429687,0.085476,0.000000,0.245832,0.331713,0.218940,0.112492,0.049520,0.020544,0.010078,0.005959,0.001723,0.003200,122.779266,0.326636,0.000000,0.293191,0.325393,0.188267,0.108950,0.046536,0.019942,0.010923,0.004114,0.000541,0.002142,104.242732,0.506618
[100],0.000250,0.250817,0.328348,0.196926,0.113932,0.061379,0.026568,0.012579,0.005100,0.002789,0.001313,84.694252,0.282527,0.000283,0.291926,0.363584,0.200789,0.085037,0.034311,0.013811,0.005733,0.002695,0.000793,0.001037,88.260845,0.300341,0.000000,0.218326,0.316879,0.216300,0.118686,0.066857,0.031585,0.017126,0.006949,0.003800,0.003491,102.292157,0.629626,0.000000,0.203335,0.336290,0.220352,0.134130,0.063927,0.023993,0.010613,0.004720,0.001007,0.001631,138.858831,0.696048
[101],0.000000,0.261904,0.368117,0.212465,0.084213,0.037194,0.017567,0.008193,0.004584,0.004196,0.001566,54.492530,0.159357,0.000000,0.297780,0.381096,0.173541,0.079984,0.036214,0.015096,0.010034,0.002922,0.002626,0.000706,53.393682,0.204347,0.000000,0.231968,0.326887,0.198113,0.114675,0.061459,0.037110,0.014727,0.009268,0.004385,0.001407,100.832614,0.482457,0.000229,0.325966,0.346267,0.187175,0.089867,0.033016,0.010228,0.003295,0.001337,0.001225,0.001395,156.566241,0.825705
[102],0.000000,0.220123,0.329349,0.222386,0.117801,0.059062,0.028369,0.013381,0.004891,0.003250,0.001387,7.778621,0.394209,0.000000,0.206461,0.323570,0.235113,0.119319,0.065494,0.029173,0.011463,0.006875,0.000839,0.001693,8.781132,0.339101,0.000000,0.254713,0.370939,0.199187,0.102032,0.042331,0.017292,0.008784,0.002717,0.000533,0.001471,148.904338,1.136917,0.000000,0.181481,0.304204,0.245931,0.128999,0.073788,0.032651,0.018607,0.007351,0.003893,0.003094,171.408670,0.958961
[103],0.000000,0.228278,0.319722,0.225526,0.120107,0.052997,0.029218,0.015124,0.005809,0.001328,0.001891,5.842740,0.321812,0.000290,0.258012,0.344847,0.196038,0.099821,0.054023,0.024545,0.011638,0.006777,0.002686,0.001322,9.784570,0.286392,0.000000,0.248819,0.314834,0.218075,0.111155,0.056669,0.025973,0.014406,0.003625,0.003739,0.002705,131.857884,1.088812,0.000000,0.225357,0.337922,0.214096,0.114746,0.058147,0.026696,0.010839,0.006253,0.003456,0.002487,118.780273,1.129553
[104],0.000286,0.291697,0.350367,0.179645,0.084180,0.044160,0.026016,0.013669,0.006343,0.001117,0.002518,2.472501,0.289870,0.000000,0.460668,0.297011,0.110784,0.056456,0.026795,0.021082,0.012232,0.005516,0.004267,0.005189,18.400677,0.655582,0.000000,0.332105,0.371843,0.163306,0.079529,0.030854,0.015086,0.002269,0.002861,0.000448,0.001698,144.980422,0.882119,0.000000,0.291103,0.347315,0.193456,0.089853,0.042858,0.019545,0.008502,0.003111,0.002979,0.001278,106.915236,0.931397
[105],0.000000,0.133283,0.274587,0.246098,0.168066,0.083133,0.048050,0.024763,0.012606,0.006023,0.003391,3.990646,0.245118,0.000000,0.276082,0.346641,0.193913,0.094999,0.044245,0.020586,0.012759,0.006727,0.002119,0.001930,12.116177,0.402046,0.000312,0.335358,0.370801,0.178678,0.063899,0.028035,0.010341,0.006302,0.003484,0.001516,0.001272,132.530748,1.102098,0.000274,0.313496,0.356550,0.186453,0.081347,0.030719,0.015909,0.008922,0.002530,0.002011,0.001789,120.862162,1.034802
[106],0.000000,0.179790,0.335381,0.211849,0.116181,0.072589,0.034472,0.023969,0.011881,0.006777,0.007108,69.760131,0.229530,0.000000,0.211052,0.355245,0.224563,0.111755,0.052726,0.027996,0.007956,0.004592,0.002129,0.001986,4.499173,0.176913,0.000000,0.268112,0.350373,0.192840,0.095218,0.048224,0.020259,0.015200,0.004261,0.003583,0.001929,166.473385,0.947303,0.000000,0.241185,0.366731,0.196467,0.106676,0.050710,0.020155,0.011379,0.003875,0.001559,0.001263,119.850830,0.968819
[107],0.000000,0.127679,0.314907,0.276929,0.146745,0.075281,0.032798,0.015133,0.005782,0.002440,0.002307,21.791112,0.192821,0.000000,0.175507,0.342598,0.269492,0.113303,0.046892,0.024869,0.012959,0.006073,0.005725,0.002582,1.858725,0.239030,0.000000,0.175350,0.293357,0.222110,0.146580,0.091803,0.035990,0.021584,0.008285,0.002509,0.002432,94.109813,0.703114,0.000000,0.343945,0.379373,0.175054,0.059547,0.029579,0.007736,0.002646,0.000251,0.000546,0.001322,134.061548,1.258675
