Time [s]	GRFml [N]	GRFap [N]	GRFv [N]	Mml [N.m]	Map [N.m]	Mv [N.m]	Mfree [N.m]	COPml [m]	COPap [m]
0.01	-2.56815164428084	0.657444861531908	641.475770777394	12.6244867846774	41.890724270503	0.309259801412705	-0.402739377025433	0.00353825735808022	0.00330757838719237
0.02	-2.51764140358065	0.535284338871091	641.286584647243	12.5994501768637	41.674312319461	0.320579467654661	-0.404939697908981	0.00350733967085548	0.00299076917195595
0.03	-2.46532207826482	0.423873782638263	641.105852715334	12.5796065174498	41.4609738592367	0.330206504429481	-0.406131846586149	0.00348416714993771	0.0026778293617517
0.04	-2.4100777938271	0.332507621933626	640.953119098602	12.5684195079852	41.2552383224159	0.336953603152465	-0.405724950693938	0.0034734809495045	0.00237384246939065
0.05	-2.34972042581732	0.268064687893438	640.85838536682	12.5665885283158	41.0614445859886	0.340696246818478	-0.403999005211357	0.0034754391077878	0.00208261597988235
0.06	-2.28056190704146	0.23418715605855	640.856682228203	12.5719323611727	40.8829426512412	0.342448289816973	-0.402117912894885	0.0034856022552836	0.00180597156204448
0.07	-2.19768157037516	0.23088759800167	640.976423784643	12.5802451863027	40.7212580347259	0.344049435249468	-0.401801137313118	0.0034966088224595	0.00154356987235227
0.08	-2.09602140790148	0.25471610670499	641.226282553005	12.5867678832962	40.5755942006805	0.347583924717079	-0.40478273471451	0.00350084487606117	0.00129339565328773
0.09	-1.97212038501337	0.29946341720509	641.586334565307	12.5877428561738	40.4429411548621	0.354734801845873	-0.412254139228779	0.00349311334230396	0.00105276675859939
0.1	-1.8259636966079	0.357208806619433	642.007739528299	12.581552688463	40.3188091040824	0.36628988323285	-0.424481431399032	0.0034724020312954	0.000819488411716085
0.11	-1.66224378503447	0.419447043670257	642.422023152196	12.5691314208036	40.1983495848106	0.381955029399213	-0.440719700096009	0.00344223765918694	0.000592684707606428
0.12	-1.49042216407395	0.478084681567984	642.757463753317	12.5535909313039	40.0774814655881	0.400520574806383	-0.45944396031535	0.00340961245017823	0.000372957657272355
