Time [s]	GRFml [N]	GRFap [N]	GRFv [N]	Mml [N.m]	Map [N.m]	Mv [N.m]	Mfree [N.m]	COPml [m]	COPap [m]
0.01	-0.648122798002221	0.951400611002874	634.133895823114	13.0516420331252	30.9128128284538	0.406949639347041	-0.466658084938505	0.00267887250310739	-0.00462624021643848
0.02	-0.575035160602098	0.949655426566612	635.209969183857	13.118472344943	30.9376474419005	0.43147411995023	-0.489588083791426	0.00274947646408408	-0.0046659795434098
0.03	-0.508815193292372	0.948822226915349	636.167462509893	13.1732871292176	30.958286262588	0.453454694156547	-0.510156630846812	0.00280478377836924	-0.00470313862031702
0.04	-0.45592807512539	0.949603787843551	636.898108580566	13.2063210267796	30.970755879435	0.470543353974345	-0.526180004056122	0.00283274924046917	-0.00473559195183643
0.05	-0.421337647743769	0.952509894923264	637.330168469521	13.2122898403647	30.9728523930045	0.480943770657685	-0.535987377062416	0.00282728632672447	-0.00476126275942307
0.06	-0.40770078852151	0.95769437993748	637.440752746296	13.1912153647448	30.9646455836077	0.48367516587234	-0.538660451610908	0.00278918336107548	-0.00477827927872559
0.07	-0.414757360185202	0.964810143922091	637.259911539736	13.1480245657941	30.9485202168091	0.478768989134967	-0.5342104320488	0.00272533083075077	-0.0047852191743149
0.08	-0.439123750171724	0.97297078425428	636.865434106996	13.0911454451259	30.9287808440102	0.467339018126663	-0.523641673895673	0.00264664767841505	-0.0047813222964696
0.09	-0.474703798365559	0.980917796880959	636.368963827465	13.0305493487222	30.9109100054062	0.451465024684837	-0.508851498450264	0.00256540428581775	-0.00476658104617417
0.1	-0.513836683345108	0.987431590324485	635.895672316228	12.9757608970073	30.9006064953145	0.433858962666294	-0.492339546717671	0.00249270208971319	-0.00474168465483354
0.11	-0.549089370670448	0.991890466920099	635.560996285176	12.9342782577229	30.9027563193326	0.417343190762059	-0.476749668875923	0.00243670482901603	-0.00470784734019863
0.12	-0.575321771764314	0.994734417198554	635.448619009794	12.9106636476739	30.9205098830679	0.404246158146479	-0.464330299948809	0.00240190306191823	-0.00466656724789222
0.13	-0.591423233464046	0.99752943036952	635.593877543327	12.9063435922934	30.9546430550001	0.395879475983388	-0.456450031791642	0.002389341407943	-0.00461935557057047
0.14	-0.601071236662188	1.00243062193551	635.976060450049	12.9199711437421	31.0033479589731	0.392266984132758	-0.453315758878788	0.00239746070265279	-0.00456747094618642
0.15	-0.612068343219288	1.01110274058037	636.521653393489	12.9481027751369	31.0625232926609	0.392234834355636	-0.453996076588416	0.00242309182874645	-0.00451170778354282
0.16	-0.63423261440954	1.02346706446796	637.118618934687	12.9859520128369	31.126527280538	0.393855969768068	-0.456760767775402	0.00246221436220995	-0.00445230571462418
0.17	-0.676309634555388	1.03684223950851	637.639535866765	13.0280780972661	31.1892504465571	0.395115056901075	-0.459639827796145	0.00251031836920435	-0.00438904126801476
0.18	-0.742759602586776	1.04600419021614	637.969296204662	13.0689934291335	31.2452930911921	0.394573626498098	-0.461025192848208	0.00256247691309086	-0.00432151219598986
0.19	-0.831405796524932	1.04438667648912	638.031580853879	13.1037592904565	31.2910117589531	0.391808422340485	-0.46011960915535	0.00261342383080321	-0.00424954104145425
0.2	-0.9327571968757	1.02618663814358	637.807996741024	13.1286375787894	31.3252279290433	0.387474544589534	-0.457089725139984	0.00265794385773643	-0.00417354951143872
0.21	-1.03138586318474	0.988714250178036	637.344862198092	13.141775804275	31.3494554447216	0.38297904696585	-0.452884705571042	0.00269170727350354	-0.00409473783096131
0.22	-1.10917141063856	0.934120087184406	636.745140691396	13.1437725483902	31.3675848097131	0.379888273679725	-0.448797064948399	0.00271239666972911	-0.0040149675095682
0.23	-1.14967664422363	0.869744164444547	636.146492157367	13.1378788873784	31.3850531098062	0.379282075820447	-0.445926092446927	0.00272071635432414	-0.00393637222284077
0.24	-1.14254105145705	0.806745926299548	635.690003869453	13.1296066335618	31.4076235339705	0.38127997505024	-0.444728482944165	0.00272078064506664	-0.00386085221464644
0.25	-1.08668725018707	0.757256361157021	635.486863856269	13.1256598492185	31.4399906208435	0.384899049290823	-0.444802260052038	0.00271951582707053	-0.00378967525809126
