Time [s]	GRFml [N]	GRFap [N]	GRFv [N]	Mml [N.m]	Map [N.m]	Mv [N.m]	Mfree [N.m]	COPml [m]	COPap [m]
0.01	-2.24672546167261	0.425713763653235	605.122901059984	22.7108772336514	57.1939924398853	0.150484472650493	-0.275061628304578	-0.00187218181606574	0.00674130161997633
0.02	-2.54227234813392	0.518258754441038	605.331810370996	22.7906608489551	57.2376468696711	0.17731376106769	-0.322097179966269	-0.00175558026457256	0.00678005694576017
0.03	-2.811382926886	0.60300505837539	605.550152763876	22.8668182831327	57.274194428253	0.200603321133897	-0.363837925825754	-0.00164552205687873	0.0068056076972226
0.04	-3.03172597585402	0.672007208404749	605.783914497099	22.9366958200564	57.2968422817487	0.217852253710519	-0.396175887929479	-0.0015467216212206	0.00680580497828898
0.05	-3.18351764590178	0.716856917346923	606.02853105447	22.9997820658676	57.296929963375	0.228709896900717	-0.417214701092405	-0.0014596867473885	0.00676704871711603
0.06	-3.25095035837481	0.729405654365502	606.266029741051	23.0578142700181	57.2643223532945	0.235183162066456	-0.427599624885769	-0.00138036906071271	0.00667537457823175
0.07	-3.22410954858032	0.703345387297171	606.46638439863	23.1140339477927	57.1892375075507	0.241044907349753	-0.430144727787097	-0.00130148927338447	0.00651925856190616
0.08	-3.10084531711119	0.636220981547255	606.593700605137	23.171883158325	57.0649874011634	0.250642397689196	-0.428896755341075	-0.00121509101464312	0.00629318503974735
0.09	-2.88798726505885	0.531144542354319	606.616172148488	23.2336303486158	56.8907311733054	0.267504046637105	-0.427943771882867	-0.00111544478263204	0.00600065781177006
0.1	-2.60144902509779	0.397449885863795	606.516993060936	23.2994099922724	56.6732780603998	0.293198698778232	-0.43033602929848	-0.00100132196546399	0.00565549985177971
0.11	-2.26504902102627	0.249810709596337	606.302475317338	23.3669729058801	56.4272322404037	0.326799691650209	-0.437421471892023	-0.000876911472372677	0.00528084970544229
0.12	-1.90816363051431	0.10585705601072	606.004126921523	23.4321696214597	56.1732513690634	0.365090515241618	-0.448740787941129	-0.000751138679700003	0.00490597402857568
0.13	-1.56255159655132	-0.0171367723786527	605.673354178458	23.4899463398206	55.9347406637504	0.403402848214936	-0.462438654190072	-0.00063566940749471	0.00456162901775847
0.14	-1.25880726335967	-0.105571018753308	605.370057439627	23.5355090369953	55.7337557035396	0.436788109595451	-0.475994481583099	-0.000542251644150893	0.00427504876985013
0.15	-1.0229124773099	-0.151906201191992	605.148622390345	23.5653293705074	55.5871045450431	0.461150166223801	-0.487004357344822	-0.00048015896665643	0.00406565692195254
0.16	-0.873289838245413	-0.155493411388649	605.045726571671	23.5777859887664	55.5035630502168	0.474023605943392	-0.493770798229329	-0.000454358687433376	0.00394233332587213
0.17	-0.818660612648163	-0.121750332985866	605.073599261321	23.57338312436	55.4827802753255	0.474836643018307	-0.495559729256289	-0.000464731830955634	0.00390263313943739
0.18	-0.85692555167098	-0.0601090002545816	605.220242416621	23.5545990719341	55.5159706829288	0.464686151218978	-0.492521229983142	-0.000506352247600761	0.00393389033127473
0.19	-0.975234916798726	0.0185055244388208	605.455564104913	23.5254622297524	55.5880278551465	0.445803483130812	-0.485389392040057	-0.000570593811573428	0.00401576538426429
0.2	-1.15137072111767	0.103870032064985	605.740467567333	23.4909460514281	55.6803976829549	0.420952316541189	-0.475134414971041	-0.00064672289729073	0.00412359749605301
0.21	-1.35647285147043	0.187779567840447	606.035418263153	23.4562533642688	55.7739967620411	0.392961149738839	-0.462720399761325	-0.000723634733882372	0.00423191333581541
0.22	-1.55894972368584	0.264336022471689	606.305962796916	23.4260565233486	55.851635771884	0.364482494517771	-0.449041333702538	-0.000791460438614333	0.00431758540249089
0.23	-1.72912258519475	0.329455155309053	606.524523808264	23.4037804410169	55.899704130835	0.337944462098054	-0.435006371756269	-0.000842857276026621	0.00436233989837836
0.24	-1.84383732760713	0.38008307781914	606.669615783499	23.3910437923282	55.909150874116	0.315574961489768	-0.421670185248454	-0.000873866341830953	0.00435449661387738
0.25	-1.89007880554514	0.413636650518785	606.724590475618	23.3873817086032	55.875945857602	0.299366178487725	-0.410285904284148	-0.00088427214300657	0.00428992314876636
0.26	-1.8666846403685	0.428002604119929	606.677776128726	23.3903398375123	55.8011918591577	0.290903295482925	-0.402200262799523	-0.00087743927238626	0.00417220113647859
0.27	-1.78364580553133	0.422135815609369	606.524671345681	23.395953002721	55.6909361316467	0.291072917241324	-0.39859009031292	-0.000859650803726186	0.00401198417493293
0.28	-1.65912852365686	0.397006302624059	606.271374122461	23.3995219815352	55.5556047093275	0.299749091110591	-0.400120090526445	-0.000839041405385599	0.00382554569666899
0.29	-1.51504477299163	0.356462047844776	605.937424112952	23.3965136026615	55.4089487125566	0.315593222116396	-0.406650407711433	-0.000824297430222498	0.00363261104078089
0.3	-1.37246080544936	0.307560231674002	605.556172791704	23.3833677187763	55.2664802193094	0.336085026211929	-0.417119988346763	-0.00082335867373462	0.00345372293434792
0.31	-1.24814894010715	0.260072717207089	605.171645232531	23.3580213861266	55.1435407228987	0.35783398486523	-0.429678855795381	-0.000842365395533506	0.00330753301861625
0.32	-1.15311670328438	0.225136723157918	604.832166767397	23.3200531328431	55.0532977328898	0.377129837531016	-0.442057666378214	-0.000885025348711821	0.00320846437658751
0.33	-1.09316171111705	0.213306161090118	604.58218876894	23.2704780006413	55.0050250144747	0.390608621149731	-0.45207663539771	-0.000952439965196339	0.0031651126004878
0.34	-1.07072206729138	0.232465491562545	604.4543070445	23.2113368034371	55.0029637097482	0.395866824756962	-0.458140759630954	-0.0010432797380453	0.00317957254346191
0.35	-1.0868496740502	0.286128172507236	604.463312968039	23.1452710441404	55.0459206996002	0.391867170073505	-0.459567483364267	-0.00115411052080405	0.00324766989552622
0.36	-1.14221493957762	0.372542987229784	604.603463066177	23.0752343765731	55.1276047347655	0.379042663150471	-0.456649915491235	-0.00127969754626811	0.00335992025909099
0.37	-1.23661583416661	0.484819464964892	604.84935000492	23.0043809138034	55.2375874269058	0.35909778400003	-0.450452983232135	-0.00141324475755789	0.00350297403074379
0.38	-1.36726201325206	0.612039323978238	605.160087611881	22.9360459242762	55.3627238391186	0.334591674864856	-0.442434060741752	-0.00154668984673612	0.00366132093974131
0.39	-1.52678476054692	0.741120623396007	605.486075296208	22.8736614283561	55.4888566590514	0.308435794335396	-0.434035050705538	-0.00167126763392367	0.00381907747120191
0.4	-1.70218370225646	0.859082166001719	605.77731046828	22.8204685565395	55.6026244270471	0.283433604382281	-0.426387349623805	-0.00177850442478278	0.00396171804979223
0.41	-1.87563544071527	0.955309325050731	605.991967241419	22.7789932641428	55.6931766620971	0.261942234107602	-0.420208754901718	-0.00186161832692933	0.00407761769849208
