@RELATION AgeGroup
@ATTRIBUTE class {young,old}
@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE x9 NUMERIC
@ATTRIBUTE x10 NUMERIC
@ATTRIBUTE x11 NUMERIC
@ATTRIBUTE x12 NUMERIC
@ATTRIBUTE x13 NUMERIC
@ATTRIBUTE x14 NUMERIC
@ATTRIBUTE x15 NUMERIC
@ATTRIBUTE x16 NUMERIC
@ATTRIBUTE x17 NUMERIC
@ATTRIBUTE x18 NUMERIC
@ATTRIBUTE x19 NUMERIC
@ATTRIBUTE x20 NUMERIC
@ATTRIBUTE x21 NUMERIC
@ATTRIBUTE x22 NUMERIC
@ATTRIBUTE x23 NUMERIC
@ATTRIBUTE x24 NUMERIC
@ATTRIBUTE x25 NUMERIC
@ATTRIBUTE x26 NUMERIC
@ATTRIBUTE x27 NUMERIC
@ATTRIBUTE x28 NUMERIC
@ATTRIBUTE x29 NUMERIC
@ATTRIBUTE x30 NUMERIC
@ATTRIBUTE x31 NUMERIC
@ATTRIBUTE x32 NUMERIC
@ATTRIBUTE x33 NUMERIC
@ATTRIBUTE x34 NUMERIC
@ATTRIBUTE x35 NUMERIC
@ATTRIBUTE x36 NUMERIC
@ATTRIBUTE x37 NUMERIC
@ATTRIBUTE x38 NUMERIC
@ATTRIBUTE x39 NUMERIC
@ATTRIBUTE x40 NUMERIC
@ATTRIBUTE x41 NUMERIC
@ATTRIBUTE x42 NUMERIC
@ATTRIBUTE x43 NUMERIC
@ATTRIBUTE x44 NUMERIC
@ATTRIBUTE x45 NUMERIC
@ATTRIBUTE x46 NUMERIC
@ATTRIBUTE x47 NUMERIC
@ATTRIBUTE x48 NUMERIC
@ATTRIBUTE x49 NUMERIC
@ATTRIBUTE x50 NUMERIC
@ATTRIBUTE x51 NUMERIC
@ATTRIBUTE x52 NUMERIC
@ATTRIBUTE x53 NUMERIC
@ATTRIBUTE x54 NUMERIC
@ATTRIBUTE x55 NUMERIC
@ATTRIBUTE x56 NUMERIC
@ATTRIBUTE x57 NUMERIC
@ATTRIBUTE x58 NUMERIC
@ATTRIBUTE x59 NUMERIC
@ATTRIBUTE x60 NUMERIC
@ATTRIBUTE x61 NUMERIC
@ATTRIBUTE x62 NUMERIC
@ATTRIBUTE x63 NUMERIC
@ATTRIBUTE x64 NUMERIC
@ATTRIBUTE x65 NUMERIC
@ATTRIBUTE x66 NUMERIC
@ATTRIBUTE x67 NUMERIC
@ATTRIBUTE x68 NUMERIC
@ATTRIBUTE x69 NUMERIC
@ATTRIBUTE x70 NUMERIC
@ATTRIBUTE x71 NUMERIC
@ATTRIBUTE x72 NUMERIC
@ATTRIBUTE x73 NUMERIC
@ATTRIBUTE x74 NUMERIC
@ATTRIBUTE x75 NUMERIC
@ATTRIBUTE x76 NUMERIC
@ATTRIBUTE x77 NUMERIC
@ATTRIBUTE x78 NUMERIC
@ATTRIBUTE x79 NUMERIC
@ATTRIBUTE x80 NUMERIC
@ATTRIBUTE x81 NUMERIC
@ATTRIBUTE x82 NUMERIC
@ATTRIBUTE x83 NUMERIC
@ATTRIBUTE x84 NUMERIC
@ATTRIBUTE x85 NUMERIC
@ATTRIBUTE x86 NUMERIC
@ATTRIBUTE x87 NUMERIC
@ATTRIBUTE x88 NUMERIC
@ATTRIBUTE x89 NUMERIC
@ATTRIBUTE x90 NUMERIC
@ATTRIBUTE x91 NUMERIC
@ATTRIBUTE x92 NUMERIC
@ATTRIBUTE x93 NUMERIC
@ATTRIBUTE x94 NUMERIC
@ATTRIBUTE x95 NUMERIC
@ATTRIBUTE x96 NUMERIC
@ATTRIBUTE x97 NUMERIC
@ATTRIBUTE x98 NUMERIC
@ATTRIBUTE x99 NUMERIC
@ATTRIBUTE x100 NUMERIC
@ATTRIBUTE x101 NUMERIC
@ATTRIBUTE x102 NUMERIC
@ATTRIBUTE x103 NUMERIC
@ATTRIBUTE x104 NUMERIC
@DATA
young,0.000000,0.140071,0.265856,0.219783,0.149389,0.105655,0.056012,0.034561,0.014271,0.008791,0.005612,60.341836,0.884580,0.000000,0.115108,0.235788,0.223289,0.170292,0.106542,0.072447,0.036554,0.024347,0.010494,0.005140,23.575413,0.818220,0.000000,0.130494,0.261944,0.251252,0.167822,0.091135,0.052470,0.024854,0.009310,0.007704,0.003016,143.905455,2.220675,0.000201,0.104813,0.244890,0.252011,0.172613,0.108734,0.059771,0.027745,0.014919,0.009272,0.005031,170.035413,3.084169,0.000000,0.128447,0.261469,0.231898,0.154908,0.100552,0.058477,0.032128,0.017499,0.008598,0.006025,67.718909,1.306226,0.000000,0.088849,0.206440,0.203866,0.186230,0.138540,0.081882,0.047880,0.025322,0.013361,0.007631,33.998266,1.157060,0.000295,0.073464,0.199653,0.236117,0.187196,0.136778,0.080105,0.047953,0.019295,0.012909,0.006236,149.672837,2.884590,0.000000,0.090630,0.198840,0.229991,0.196389,0.131858,0.082410,0.037038,0.017809,0.009051,0.005984,178.827770,4.694025
young,0.000000,0.203458,0.342406,0.241844,0.117564,0.050259,0.020353,0.011795,0.005808,0.002316,0.004196,114.855147,0.732184,0.000000,0.272170,0.357347,0.176746,0.081878,0.046929,0.018811,0.026977,0.014405,0.003016,0.001721,74.166336,1.072233,0.000000,0.193852,0.304829,0.228151,0.145780,0.073876,0.031207,0.012780,0.005866,0.001694,0.001965,98.550005,2.173876,0.000000,0.257038,0.323755,0.199833,0.097303,0.055236,0.030828,0.017078,0.009579,0.005097,0.004251,176.109243,3.678228,0.000000,0.167256,0.313195,0.254214,0.133851,0.067910,0.028242,0.013738,0.010152,0.007103,0.004341,116.227783,1.104121,0.000000,0.153049,0.318863,0.243010,0.126805,0.075794,0.040722,0.018634,0.011059,0.006824,0.005241,79.709350,1.321036,0.000000,0.102864,0.197061,0.219037,0.180771,0.114908,0.055871,0.027215,0.027855,0.071643,0.002776,112.976870,2.660441,0.000000,0.208415,0.334469,0.217450,0.110292,0.060723,0.033794,0.013978,0.011452,0.005922,0.003504,178.565755,5.130981
young,0.000000,0.242464,0.289207,0.178992,0.118114,0.076289,0.040608,0.024496,0.013585,0.010000,0.006245,126.959264,1.882155,0.000000,0.291516,0.304007,0.187471,0.103019,0.058400,0.028477,0.017009,0.006132,0.001713,0.002254,98.374493,2.609504,0.000000,0.189085,0.299501,0.223216,0.125233,0.080338,0.042743,0.021215,0.012020,0.003588,0.003062,178.367734,5.349646,0.000314,0.189213,0.287032,0.243474,0.141492,0.073800,0.038723,0.014372,0.006520,0.003586,0.001473,179.728577,6.311045,0.000000,0.184523,0.261539,0.198255,0.140487,0.086695,0.053329,0.032757,0.020813,0.013545,0.008056,136.027468,2.511147,0.000000,0.152695,0.242767,0.203173,0.150286,0.089935,0.061277,0.049515,0.018339,0.015291,0.016720,102.344152,2.870463,0.000000,0.094974,0.224281,0.234190,0.180210,0.122897,0.077702,0.041186,0.014904,0.003589,0.006068,179.793675,6.422590,0.000000,0.110588,0.220358,0.240990,0.194014,0.119399,0.064445,0.032906,0.010913,0.003422,0.002963,175.187122,7.983372
old,0.000000,0.165573,0.308529,0.221046,0.130831,0.083841,0.048983,0.017904,0.009507,0.009981,0.003804,151.207546,2.101847,0.000000,0.130765,0.265525,0.222577,0.176673,0.093644,0.050925,0.033379,0.016712,0.005777,0.004022,176.188412,2.982121,0.000000,0.123072,0.266766,0.245694,0.172997,0.090633,0.049909,0.024759,0.014124,0.008471,0.003574,151.026374,3.744800,0.000000,0.105607,0.213404,0.226372,0.176681,0.126260,0.075526,0.040386,0.018790,0.010955,0.006020,175.371488,5.624176,0.000000,0.092784,0.201673,0.161392,0.099315,0.059255,0.026349,0.016888,0.087736,0.086202,0.168406,150.869880,2.647648,0.000308,0.087506,0.204040,0.229180,0.178173,0.135513,0.073556,0.048423,0.024857,0.010695,0.007749,178.203828,3.447441,0.000000,0.117359,0.252770,0.258074,0.178206,0.091123,0.047800,0.027817,0.012666,0.008665,0.005519,151.706909,5.242949,0.000274,0.080836,0.179338,0.201274,0.191020,0.156525,0.093818,0.050652,0.031556,0.009920,0.004786,177.444776,7.468989
young,0.000000,0.163859,0.279290,0.213795,0.152973,0.087743,0.053581,0.025581,0.009986,0.008401,0.004791,12.588413,0.771908,0.000000,0.267128,0.364175,0.195062,0.091772,0.037152,0.025401,0.009079,0.005379,0.003576,0.001277,12.695011,1.105849,0.000000,0.142819,0.247370,0.219747,0.163269,0.108545,0.061488,0.032150,0.014196,0.006358,0.004058,176.997473,1.883020,0.000335,0.199732,0.309607,0.233661,0.136622,0.056427,0.032374,0.013768,0.007767,0.007120,0.002587,166.993619,2.942702,0.000000,0.130660,0.247465,0.230537,0.163302,0.111378,0.054448,0.036250,0.016023,0.005705,0.004232,17.062549,1.129140,0.000000,0.169164,0.336767,0.219063,0.142957,0.060757,0.032326,0.018658,0.007287,0.008030,0.004992,15.568678,1.413741,0.000000,0.091598,0.214373,0.228678,0.188221,0.134214,0.068259,0.046727,0.015874,0.006519,0.005537,176.378446,2.865738,0.000000,0.151156,0.292874,0.221214,0.147309,0.082614,0.042309,0.028431,0.016277,0.009932,0.007884,171.055379,4.464946
young,0.000000,0.165006,0.287839,0.246555,0.152291,0.075205,0.037422,0.018457,0.008799,0.005685,0.002741,109.829269,1.291273,0.000000,0.134519,0.245539,0.254741,0.169500,0.095809,0.047013,0.027813,0.012580,0.007041,0.005447,130.504441,1.071693,0.000418,0.127142,0.267368,0.256475,0.163401,0.096826,0.052698,0.020235,0.008719,0.004351,0.002366,124.527180,2.224014,0.000000,0.114094,0.245984,0.235502,0.174983,0.115185,0.058818,0.024007,0.017723,0.007208,0.006493,165.871109,2.324837,0.000000,0.106521,0.225590,0.243544,0.183329,0.104608,0.065881,0.032818,0.020877,0.010249,0.006582,130.324925,1.750769,0.000000,0.108567,0.222983,0.225204,0.190753,0.121430,0.062621,0.033939,0.020182,0.010775,0.003545,139.902240,1.600238,0.000000,0.094805,0.239543,0.242121,0.190065,0.114771,0.063689,0.032131,0.012180,0.005899,0.004796,145.657759,3.507624,0.000000,0.104793,0.235513,0.249036,0.180811,0.107339,0.060703,0.028159,0.017193,0.009611,0.006840,161.520714,3.929932
young,0.000000,0.243110,0.344216,0.199990,0.110331,0.053848,0.029315,0.010249,0.005181,0.001377,0.002383,13.302367,0.709272,0.000000,0.151602,0.328518,0.144071,0.102432,0.174031,0.075271,0.010259,0.004935,0.006522,0.002360,51.174045,0.816714,0.000000,0.139052,0.288295,0.247894,0.143221,0.087860,0.045537,0.024069,0.014343,0.006622,0.003106,170.633659,1.738318,0.000000,0.125426,0.253070,0.236847,0.164090,0.113250,0.056645,0.030498,0.011051,0.005434,0.003689,175.687100,2.306074,0.000000,0.177366,0.299022,0.221684,0.126276,0.082950,0.047791,0.023105,0.012926,0.006032,0.002847,15.809412,0.911795,0.000435,0.183593,0.322441,0.219126,0.125105,0.070974,0.038544,0.024452,0.005852,0.005187,0.004291,71.856294,1.232330,0.000000,0.094431,0.226610,0.260211,0.181859,0.105086,0.060149,0.031679,0.017882,0.013850,0.008242,178.671236,2.527306,0.000000,0.110289,0.203993,0.217305,0.202897,0.128726,0.076016,0.034065,0.017753,0.004475,0.004479,179.469410,3.518730
young,0.000000,0.205997,0.353097,0.233335,0.111282,0.050456,0.023061,0.013278,0.005039,0.002307,0.002147,132.052540,0.731486,0.000000,0.184030,0.306634,0.230350,0.127247,0.072606,0.040185,0.018984,0.009573,0.004933,0.005458,55.584346,0.866102,0.000000,0.120327,0.277791,0.252564,0.164029,0.083036,0.050885,0.029122,0.010791,0.006403,0.005050,28.833660,1.596215,0.000000,0.128188,0.267511,0.219406,0.162321,0.110328,0.062341,0.028059,0.011715,0.004792,0.005339,114.294009,2.413233,0.000264,0.135187,0.285259,0.274264,0.151343,0.078254,0.031841,0.018499,0.011475,0.008578,0.005036,127.777801,0.895753,0.000282,0.145082,0.283970,0.244050,0.141742,0.088062,0.051257,0.025769,0.011704,0.005312,0.002771,58.279942,1.208368,0.000000,0.084963,0.214221,0.239187,0.182863,0.120642,0.075975,0.041994,0.023813,0.011776,0.004564,37.425777,2.240445,0.000000,0.099280,0.216205,0.215826,0.187239,0.129657,0.073671,0.038681,0.023804,0.009657,0.005979,116.813586,3.590672
young,0.000000,0.107609,0.250740,0.254855,0.176857,0.109612,0.053128,0.028490,0.010194,0.006075,0.002439,5.230816,0.350622,0.000275,0.145310,0.283743,0.257291,0.150279,0.088571,0.042988,0.016594,0.008000,0.004307,0.002642,9.097365,0.414475,0.000000,0.173514,0.288021,0.222952,0.152214,0.082089,0.039243,0.025213,0.006699,0.005798,0.004257,18.906183,1.506736,0.000000,0.241817,0.308499,0.201547,0.116323,0.064578,0.033783,0.014743,0.010550,0.003688,0.004471,55.283643,2.614859,0.000000,0.086557,0.202964,0.234393,0.203304,0.125377,0.075045,0.038719,0.018187,0.010886,0.004568,7.923622,0.491140,0.000000,0.124844,0.274888,0.225137,0.153975,0.108086,0.052485,0.036114,0.011110,0.006660,0.006701,13.311188,0.612821,0.000000,0.140111,0.265787,0.244306,0.161884,0.089843,0.053215,0.022715,0.011556,0.005404,0.005179,27.780994,2.351362,0.000000,0.168234,0.327583,0.223353,0.123986,0.067123,0.042055,0.023537,0.011735,0.006204,0.006191,70.933820,3.808443
young,0.000000,0.197623,0.331606,0.240931,0.128999,0.058120,0.023758,0.010286,0.005116,0.001597,0.001964,17.381521,0.794513,0.000000,0.162678,0.278591,0.136885,0.094578,0.124895,0.028824,0.049200,0.060959,0.002684,0.060706,85.275753,1.183259,0.000000,0.083407,0.205487,0.152770,0.115199,0.121515,0.047748,0.021826,0.092949,0.006446,0.152654,82.778477,1.873431,0.000000,0.135263,0.269141,0.241033,0.152689,0.093955,0.055203,0.029497,0.013139,0.006428,0.003653,177.848914,2.589214,0.000000,0.153764,0.291770,0.243144,0.152307,0.092488,0.035592,0.014189,0.010659,0.002419,0.003668,22.577118,0.997985,0.000000,0.164946,0.304766,0.234428,0.137454,0.074388,0.044487,0.021229,0.010633,0.005020,0.002649,98.069162,1.394659,0.000000,0.076614,0.195118,0.231752,0.198425,0.134033,0.083259,0.043399,0.024252,0.008661,0.004488,87.216360,2.374189,0.000190,0.101794,0.243986,0.234127,0.194342,0.113536,0.060829,0.028762,0.015001,0.005783,0.001650,179.161106,3.508831
young,0.000000,0.162817,0.320798,0.244631,0.140746,0.068378,0.031450,0.015056,0.009570,0.002407,0.004147,126.789989,0.644851,0.000000,0.173430,0.298671,0.220988,0.152315,0.073620,0.038838,0.023522,0.010306,0.005531,0.002779,70.313738,0.629409,0.000000,0.123316,0.255112,0.231258,0.165936,0.111797,0.050001,0.033584,0.016629,0.006069,0.006300,23.941307,1.348873,0.000000,0.166507,0.275294,0.237263,0.151307,0.089547,0.049577,0.017279,0.006734,0.003806,0.002686,159.808562,1.906816,0.000000,0.123547,0.278332,0.243720,0.175537,0.090123,0.038179,0.021565,0.012362,0.011253,0.005381,132.176662,0.971698,0.000000,0.140108,0.292907,0.228871,0.150453,0.093889,0.047048,0.030637,0.011387,0.003008,0.001692,73.678073,0.947158,0.000000,0.103961,0.202828,0.216979,0.181182,0.118736,0.083587,0.043210,0.022116,0.012814,0.014586,39.785883,2.064913,0.000000,0.114762,0.239903,0.228091,0.177866,0.108542,0.068719,0.034462,0.017714,0.005398,0.004542,171.354071,2.850414
young,0.000000,0.270110,0.325608,0.194387,0.113202,0.048933,0.026323,0.008738,0.006111,0.003132,0.003454,15.071066,1.000835,0.000000,0.230642,0.316623,0.195682,0.110087,0.063509,0.037926,0.017594,0.015179,0.006647,0.006111,82.460405,1.099072,0.000000,0.101341,0.196863,0.216637,0.180354,0.134517,0.076861,0.049952,0.025008,0.012157,0.006311,138.274403,1.799678,0.000000,0.192769,0.317760,0.239544,0.115938,0.071470,0.036620,0.015239,0.005212,0.002842,0.002605,151.363153,3.446509,0.000000,0.201203,0.321006,0.228254,0.140318,0.056100,0.031671,0.011137,0.004487,0.002404,0.003421,15.629870,1.206743,0.000000,0.176776,0.291551,0.232292,0.139405,0.083691,0.040983,0.015406,0.011052,0.006032,0.002813,94.396941,1.434539,0.000000,0.072109,0.159010,0.213522,0.204947,0.151273,0.103010,0.058132,0.023464,0.008698,0.005833,150.451253,2.578222,0.000000,0.110433,0.301964,0.264322,0.150530,0.085899,0.048816,0.020507,0.007632,0.005603,0.004293,143.238459,4.523873
young,0.000000,0.159723,0.306898,0.238000,0.130876,0.077713,0.040749,0.024068,0.011512,0.006417,0.004044,10.193892,0.544742,0.000257,0.249469,0.334165,0.196122,0.106794,0.058585,0.028013,0.015380,0.005582,0.002124,0.003510,12.755844,0.732213,0.000000,0.261102,0.334296,0.190447,0.115653,0.054484,0.023916,0.009146,0.005025,0.004412,0.001518,110.540853,2.318180,0.000000,0.168724,0.280002,0.224383,0.141729,0.088245,0.049020,0.022481,0.012401,0.006617,0.006398,59.017580,1.885763,0.000426,0.135413,0.283312,0.252310,0.157764,0.079214,0.047343,0.023150,0.012206,0.004054,0.004807,13.788469,0.828994,0.000000,0.209733,0.286778,0.221079,0.124980,0.081653,0.039195,0.021199,0.008532,0.003099,0.003752,17.382652,1.072443,0.000000,0.170719,0.314031,0.238447,0.136049,0.069650,0.032969,0.016364,0.010372,0.006365,0.005034,126.042007,3.107543,0.000229,0.155438,0.295364,0.225096,0.153447,0.073092,0.051877,0.019540,0.013119,0.007619,0.005178,75.440035,2.957725
young,0.000268,0.151174,0.273632,0.216005,0.142132,0.092904,0.048347,0.035785,0.022912,0.009803,0.007038,19.887586,0.902345,0.000000,0.258977,0.354225,0.203835,0.090948,0.041944,0.021224,0.013336,0.007484,0.003866,0.004161,58.787173,1.260063,0.000000,0.116396,0.232658,0.224557,0.159558,0.171469,0.048338,0.021729,0.013084,0.008162,0.004049,104.414282,1.922452,0.000000,0.191370,0.303089,0.219570,0.145937,0.080732,0.029010,0.017398,0.006302,0.003515,0.003077,177.073090,2.683666,0.000000,0.141700,0.297266,0.238128,0.140255,0.080668,0.043320,0.029962,0.017553,0.006967,0.004181,27.792816,1.382424,0.000000,0.214349,0.339560,0.214603,0.114412,0.056693,0.023047,0.014914,0.009459,0.004586,0.008375,67.199191,1.781329,0.000000,0.104180,0.210639,0.241330,0.178857,0.124285,0.059017,0.039374,0.021296,0.014471,0.006550,115.190409,2.846101,0.000000,0.163819,0.285305,0.205443,0.144777,0.102941,0.055217,0.021803,0.013134,0.004563,0.002997,178.226350,4.074576
young,0.000000,0.193677,0.321407,0.223007,0.129213,0.067399,0.030525,0.016933,0.010363,0.004806,0.002671,14.074847,1.038498,0.000000,0.312971,0.355503,0.195612,0.078117,0.030394,0.012138,0.005553,0.004360,0.001867,0.003484,7.707426,1.548771,0.000000,0.185268,0.289158,0.227902,0.133584,0.073134,0.044865,0.022688,0.013647,0.005696,0.004059,156.419149,2.746333,0.000000,0.142336,0.322042,0.247083,0.142243,0.073286,0.039491,0.016401,0.008375,0.004552,0.004190,66.550624,2.920254,0.000350,0.149607,0.314917,0.240684,0.133212,0.071516,0.041533,0.019729,0.013691,0.011490,0.003271,16.192137,1.448442,0.000000,0.188368,0.326209,0.245803,0.133926,0.056187,0.024198,0.008341,0.007410,0.004623,0.004935,9.540203,1.882817,0.000000,0.126315,0.240396,0.213473,0.164469,0.103929,0.070945,0.044683,0.020130,0.010651,0.005008,153.487296,3.581585,0.000000,0.127170,0.238599,0.257423,0.171455,0.092043,0.044695,0.036371,0.017573,0.007721,0.006951,78.297270,4.083143
young,0.000284,0.203009,0.304527,0.214882,0.130057,0.069156,0.042026,0.019256,0.008435,0.004760,0.003609,5.996479,0.452083,0.000000,0.137092,0.323736,0.255334,0.146886,0.064517,0.032692,0.016706,0.010249,0.008403,0.004385,5.044851,0.440227,0.000000,0.180264,0.321925,0.236033,0.128253,0.070872,0.029497,0.017178,0.009250,0.003965,0.002762,98.714065,1.666897,0.000000,0.178996,0.297548,0.229030,0.131829,0.071038,0.040326,0.023267,0.016652,0.006140,0.005174,29.283633,2.042489,0.000000,0.199970,0.292872,0.179477,0.135496,0.082062,0.053299,0.028272,0.013356,0.010781,0.004415,8.480113,0.710252,0.000000,0.148954,0.308906,0.246060,0.161151,0.063217,0.034731,0.019583,0.009189,0.005576,0.002633,6.221582,0.709989,0.000000,0.144160,0.264010,0.242664,0.125510,0.090446,0.058410,0.036282,0.024084,0.008220,0.006214,114.253496,2.262988,0.000287,0.181809,0.274909,0.242904,0.139771,0.073968,0.041240,0.019827,0.013071,0.006526,0.005689,41.728064,3.227778
young,0.000000,0.198426,0.332024,0.203104,0.127941,0.062599,0.041378,0.019838,0.008459,0.003502,0.002728,6.509155,0.587090,0.000318,0.212565,0.324465,0.183976,0.117409,0.070183,0.041952,0.025814,0.011384,0.007364,0.004570,4.219340,0.562946,0.000255,0.122357,0.247762,0.237719,0.171848,0.105878,0.057944,0.032585,0.011236,0.008702,0.003714,175.715420,1.554342,0.000000,0.162479,0.256959,0.238791,0.161301,0.099306,0.040837,0.022456,0.008086,0.005236,0.004549,98.856031,2.230198,0.000000,0.174466,0.326356,0.218067,0.113568,0.079815,0.042679,0.025995,0.012194,0.003228,0.003632,9.354745,0.872591,0.000000,0.149154,0.287222,0.236676,0.134539,0.087267,0.046986,0.027070,0.016960,0.009701,0.004424,6.397385,0.842077,0.000000,0.086292,0.214085,0.230222,0.188951,0.142784,0.070068,0.034328,0.019532,0.008233,0.005506,179.765281,2.332861,0.000000,0.115738,0.242699,0.238125,0.179946,0.110448,0.050828,0.029228,0.016450,0.010887,0.005651,108.646002,3.256137
young,0.000000,0.186775,0.331504,0.219834,0.115578,0.064480,0.040317,0.019876,0.011059,0.006473,0.004104,16.856587,1.199674,0.000259,0.183741,0.288400,0.232785,0.139767,0.075691,0.042578,0.017577,0.007411,0.007176,0.004615,146.424451,1.390092,0.000000,0.187207,0.306396,0.221195,0.133438,0.075181,0.038158,0.016300,0.009139,0.007997,0.004989,165.505924,2.643827,0.000000,0.190213,0.310960,0.234486,0.124005,0.071934,0.030046,0.019304,0.007683,0.006086,0.005282,105.774349,4.251079,0.000000,0.164314,0.310295,0.246865,0.144280,0.080653,0.029158,0.012515,0.005427,0.003050,0.003443,23.364561,1.802746,0.000000,0.127477,0.264776,0.242545,0.173067,0.097397,0.050609,0.023842,0.012360,0.004260,0.003667,150.639691,1.858357,0.000000,0.159665,0.262001,0.226773,0.149420,0.087179,0.053767,0.023424,0.009863,0.009745,0.018162,170.624813,3.679665,0.000000,0.183686,0.294950,0.246634,0.132167,0.067929,0.035084,0.019972,0.010744,0.004523,0.004311,103.621233,6.327700
young,0.000234,0.234868,0.300176,0.185065,0.122883,0.075377,0.041684,0.018612,0.011930,0.005276,0.003894,6.494120,0.595227,0.000000,0.257564,0.319825,0.179755,0.102685,0.059765,0.040496,0.017919,0.010756,0.007708,0.003524,8.651497,0.652728,0.000545,0.180467,0.299428,0.227764,0.136255,0.071292,0.039016,0.023189,0.012420,0.005374,0.004251,100.785439,1.910223,0.000339,0.131110,0.284353,0.251402,0.158366,0.090397,0.045229,0.020906,0.009962,0.005301,0.002635,38.424722,2.379951,0.000000,0.187643,0.312376,0.211353,0.139098,0.077236,0.033603,0.019966,0.009188,0.005730,0.003807,8.548510,0.846023,0.000277,0.185083,0.290685,0.210192,0.131920,0.077551,0.048848,0.026421,0.014307,0.009865,0.004851,10.794464,0.852872,0.000000,0.120943,0.259658,0.241090,0.174412,0.101239,0.057400,0.026806,0.012838,0.002316,0.003299,105.148518,2.590109,0.000000,0.089832,0.234763,0.250137,0.186029,0.120141,0.055501,0.031906,0.019546,0.007483,0.004661,51.445840,3.300493
young,0.000263,0.165277,0.314686,0.230453,0.149314,0.067409,0.034790,0.018069,0.011137,0.004968,0.003633,13.005071,1.204598,0.000000,0.352584,0.318471,0.147211,0.083455,0.048319,0.024298,0.010466,0.005997,0.004889,0.004309,22.194977,1.615135,0.000000,0.140842,0.291162,0.246573,0.155452,0.085581,0.042255,0.022583,0.008124,0.004358,0.003070,39.562823,2.466405,0.000000,0.160448,0.294199,0.237382,0.156432,0.078179,0.043438,0.015569,0.008941,0.002836,0.002576,98.209669,3.874139,0.000271,0.120575,0.248663,0.250647,0.173248,0.103055,0.056071,0.025205,0.010190,0.006885,0.005188,17.111829,1.474797,0.000000,0.265058,0.330215,0.208560,0.103167,0.048206,0.024105,0.008062,0.006723,0.002872,0.003031,24.130736,1.951296,0.000000,0.083802,0.177095,0.224823,0.210174,0.137125,0.073280,0.043703,0.028064,0.013805,0.008129,46.283412,2.907157,0.000000,0.111227,0.244756,0.235335,0.170014,0.116926,0.065199,0.031746,0.015586,0.004922,0.004290,92.506706,5.026058
young,0.000000,0.174149,0.312281,0.227220,0.157784,0.073336,0.027680,0.014886,0.008329,0.001767,0.002568,10.860385,0.442466,0.000000,0.229507,0.335997,0.203432,0.119262,0.058669,0.024338,0.013377,0.007984,0.002933,0.004501,12.400720,0.543591,0.000000,0.173923,0.270602,0.223531,0.165605,0.090986,0.040750,0.015869,0.009860,0.005405,0.003470,105.951385,1.490840,0.000000,0.162519,0.300350,0.237249,0.133539,0.084812,0.039795,0.024498,0.010558,0.003052,0.003627,72.669124,1.916900,0.000000,0.114298,0.263092,0.233552,0.158477,0.100483,0.070835,0.032871,0.011469,0.009515,0.005409,15.283423,0.647516,0.000000,0.193921,0.308787,0.213609,0.136391,0.067500,0.045728,0.020634,0.006609,0.005250,0.001570,16.418389,0.800010,0.000000,0.137969,0.263773,0.221058,0.187553,0.102048,0.049424,0.021175,0.010837,0.003189,0.002975,119.766185,2.380370,0.000000,0.095973,0.238107,0.249755,0.185360,0.107392,0.071996,0.027891,0.013376,0.005930,0.004221,91.252712,2.679959
young,0.000000,0.214652,0.289335,0.208151,0.134200,0.071487,0.040257,0.018950,0.013031,0.005729,0.004208,43.276440,1.314572,0.000000,0.127457,0.255043,0.234743,0.160063,0.100152,0.062955,0.030830,0.016318,0.007427,0.005012,80.556667,1.321926,0.000000,0.121939,0.250432,0.222637,0.177254,0.114109,0.062909,0.028693,0.013460,0.003976,0.004590,137.224363,2.463963,0.000151,0.120839,0.272185,0.248773,0.170349,0.099393,0.053016,0.022087,0.009003,0.002602,0.001601,176.253641,4.540491,0.000311,0.161930,0.274154,0.255116,0.146125,0.085628,0.041026,0.017805,0.009790,0.004012,0.004103,45.223482,1.673270,0.000000,0.099838,0.223861,0.220908,0.183912,0.111968,0.071305,0.046709,0.023562,0.011691,0.006245,92.324840,1.645370,0.000000,0.093429,0.210665,0.246061,0.186849,0.145308,0.062144,0.029523,0.013523,0.008014,0.004484,145.970967,3.480814,0.000000,0.096229,0.197770,0.254081,0.189597,0.131402,0.073560,0.030812,0.015128,0.006410,0.005010,179.719081,5.911403
