1,0.000000,0.240920,0.297006,0.188572,0.122796,0.058299,0.040955,0.023792,0.014827,0.008235,0.004598,1.989964,0.777702,0.000000,0.216401,0.288207,0.215579,0.139206,0.067845,0.040567,0.017886,0.008233,0.003870,0.002206,1.658048,0.669141,0.000000,0.123131,0.245038,0.231327,0.150489,0.109503,0.059526,0.039036,0.026637,0.009979,0.005332,9.711054,2.065930,0.000000,0.197446,0.330427,0.195672,0.129129,0.072359,0.038459,0.015590,0.008202,0.003004,0.009711,18.398800,2.559884
2,0.000000,0.097037,0.221648,0.232307,0.175791,0.113570,0.076799,0.038951,0.026108,0.010129,0.007660,2.209297,0.555738,0.000284,0.179956,0.351492,0.213953,0.137941,0.063314,0.027697,0.012736,0.004106,0.004382,0.004139,2.530540,0.878345,0.000000,0.141800,0.266284,0.213455,0.142011,0.096919,0.055749,0.040292,0.024133,0.012168,0.007189,24.352009,2.321210,0.000520,0.135232,0.297660,0.238562,0.160373,0.086144,0.036571,0.024019,0.010704,0.005684,0.004530,26.824136,3.052627
3,0.000000,0.121766,0.239728,0.232913,0.166304,0.101081,0.063537,0.042433,0.018682,0.008754,0.004803,5.529832,1.204304,0.000285,0.134658,0.259627,0.237944,0.148090,0.095887,0.063240,0.035687,0.015855,0.005184,0.003541,5.241487,1.346816,0.000000,0.076880,0.183646,0.223588,0.197410,0.149712,0.086546,0.044585,0.023591,0.007900,0.006144,21.176407,2.902717,0.000000,0.106905,0.221465,0.214873,0.185235,0.131440,0.069390,0.038813,0.017490,0.010646,0.003742,44.881614,3.708255
4,0.000000,0.140039,0.275649,0.214053,0.143836,0.095015,0.085911,0.029706,0.008441,0.003724,0.003627,10.399797,1.811036,0.000000,0.093423,0.171863,0.133528,0.110589,0.077386,0.042046,0.084036,0.183806,0.035944,0.067379,8.863922,1.614258,0.000000,0.088846,0.231758,0.273832,0.201158,0.104938,0.050089,0.026942,0.011554,0.006064,0.004817,98.192952,4.381741,0.000000,0.133589,0.271137,0.250496,0.180477,0.089877,0.041400,0.015348,0.009170,0.005390,0.003116,61.257207,5.597663
5,0.000000,0.142811,0.268082,0.220261,0.156590,0.106514,0.053928,0.027886,0.014498,0.006402,0.003028,13.456486,0.988612,0.000000,0.136017,0.280699,0.229595,0.166664,0.097926,0.054739,0.020019,0.007511,0.002493,0.004337,11.010991,1.071630,0.000000,0.105498,0.237517,0.249228,0.182710,0.113643,0.055297,0.028957,0.014767,0.007705,0.004677,26.718459,2.207355,0.000304,0.100972,0.206224,0.230973,0.177865,0.135759,0.078232,0.035709,0.019824,0.009598,0.004539,95.432856,2.594009
6,0.000000,0.054858,0.115584,0.153637,0.120797,0.081683,0.059098,0.098663,0.057656,0.130785,0.127240,85.923815,0.687654,0.000000,0.170895,0.269444,0.192035,0.102769,0.070127,0.030279,0.027548,0.048839,0.044413,0.043651,22.616774,1.035599,0.000000,0.149781,0.298713,0.246492,0.175152,0.077209,0.034795,0.010726,0.002262,0.001573,0.003296,96.786667,3.761826,0.000000,0.111499,0.232512,0.262372,0.171510,0.105855,0.057361,0.033484,0.016333,0.005221,0.003853,136.517785,3.511207
7,0.000000,0.132473,0.262620,0.233053,0.161152,0.098973,0.046518,0.023719,0.013037,0.016822,0.011631,92.371332,0.773618,0.000000,0.201914,0.292040,0.206967,0.128917,0.079401,0.039583,0.026313,0.013001,0.007866,0.003997,26.917322,1.012346,0.000000,0.177473,0.244729,0.193526,0.154979,0.097799,0.051239,0.036760,0.019821,0.014917,0.008758,110.877368,3.529439,0.000000,0.113559,0.274590,0.247925,0.153290,0.098876,0.061354,0.029224,0.011374,0.006537,0.003269,163.926286,4.278970
8,0.000000,0.163966,0.253897,0.224587,0.156919,0.096194,0.051113,0.026379,0.017918,0.006392,0.002635,31.528299,0.913814,0.000368,0.165152,0.270815,0.219868,0.157660,0.088081,0.049773,0.019684,0.013038,0.006371,0.009191,23.453802,1.172748,0.000000,0.103744,0.206246,0.234046,0.172149,0.133004,0.073869,0.039606,0.019677,0.013531,0.004128,106.242334,2.347437,0.000000,0.090672,0.213539,0.229804,0.205661,0.122885,0.075205,0.035740,0.013718,0.008328,0.004447,50.787409,2.956048
9,0.000000,0.193353,0.303306,0.235401,0.129847,0.059247,0.040515,0.015189,0.010271,0.006726,0.006145,90.906966,0.756237,0.000000,0.171508,0.301841,0.227709,0.126493,0.079340,0.046046,0.018864,0.012476,0.010206,0.005517,10.484414,0.913037,0.000000,0.091737,0.220958,0.242339,0.174471,0.113343,0.065480,0.047570,0.022643,0.013405,0.008053,76.068111,2.210940,0.000000,0.115241,0.245412,0.228520,0.179607,0.105969,0.059738,0.027953,0.014223,0.012593,0.010745,103.910561,2.538545
10,0.000294,0.141003,0.271237,0.253592,0.142877,0.084465,0.050057,0.033400,0.013202,0.005621,0.004252,33.138385,0.575976,0.000000,0.109802,0.265841,0.245975,0.153090,0.110068,0.069003,0.026274,0.009804,0.006484,0.003659,7.982156,0.502862,0.000000,0.123601,0.267838,0.241304,0.152220,0.098935,0.061106,0.021974,0.017537,0.010560,0.004926,169.627378,1.786911,0.000000,0.154152,0.241034,0.228098,0.160839,0.100523,0.052709,0.035134,0.012815,0.010799,0.003896,158.136525,2.704222
11,0.000000,0.128447,0.261469,0.231898,0.154908,0.100552,0.058477,0.032128,0.017499,0.008598,0.006025,67.718909,1.306226,0.000000,0.088849,0.206440,0.203866,0.186230,0.138540,0.081882,0.047880,0.025322,0.013361,0.007631,33.998266,1.157060,0.000295,0.073464,0.199653,0.236117,0.187196,0.136778,0.080105,0.047953,0.019295,0.012909,0.006236,149.672837,2.884590,0.000000,0.090630,0.198840,0.229991,0.196389,0.131858,0.082410,0.037038,0.017809,0.009051,0.005984,178.827770,4.694025
12,0.000000,0.167256,0.313195,0.254214,0.133851,0.067910,0.028242,0.013738,0.010152,0.007103,0.004341,116.227783,1.104121,0.000000,0.153049,0.318863,0.243010,0.126805,0.075794,0.040722,0.018634,0.011059,0.006824,0.005241,79.709350,1.321036,0.000000,0.102864,0.197061,0.219037,0.180771,0.114908,0.055871,0.027215,0.027855,0.071643,0.002776,112.976870,2.660441,0.000000,0.208415,0.334469,0.217450,0.110292,0.060723,0.033794,0.013978,0.011452,0.005922,0.003504,178.565755,5.130981
13,0.000000,0.184523,0.261539,0.198255,0.140487,0.086695,0.053329,0.032757,0.020813,0.013545,0.008056,136.027468,2.511147,0.000000,0.152695,0.242767,0.203173,0.150286,0.089935,0.061277,0.049515,0.018339,0.015291,0.016720,102.344152,2.870463,0.000000,0.094974,0.224281,0.234190,0.180210,0.122897,0.077702,0.041186,0.014904,0.003589,0.006068,179.793675,6.422590,0.000000,0.110588,0.220358,0.240990,0.194014,0.119399,0.064445,0.032906,0.010913,0.003422,0.002963,175.187122,7.983372
14,0.000000,0.092784,0.201673,0.161392,0.099315,0.059255,0.026349,0.016888,0.087736,0.086202,0.168406,150.869880,2.647648,0.000308,0.087506,0.204040,0.229180,0.178173,0.135513,0.073556,0.048423,0.024857,0.010695,0.007749,178.203828,3.447441,0.000000,0.117359,0.252770,0.258074,0.178206,0.091123,0.047800,0.027817,0.012666,0.008665,0.005519,151.706909,5.242949,0.000274,0.080836,0.179338,0.201274,0.191020,0.156525,0.093818,0.050652,0.031556,0.009920,0.004786,177.444776,7.468989
15,0.000000,0.130660,0.247465,0.230537,0.163302,0.111378,0.054448,0.036250,0.016023,0.005705,0.004232,17.062549,1.129140,0.000000,0.169164,0.336767,0.219063,0.142957,0.060757,0.032326,0.018658,0.007287,0.008030,0.004992,15.568678,1.413741,0.000000,0.091598,0.214373,0.228678,0.188221,0.134214,0.068259,0.046727,0.015874,0.006519,0.005537,176.378446,2.865738,0.000000,0.151156,0.292874,0.221214,0.147309,0.082614,0.042309,0.028431,0.016277,0.009932,0.007884,171.055379,4.464946
16,0.000000,0.106521,0.225590,0.243544,0.183329,0.104608,0.065881,0.032818,0.020877,0.010249,0.006582,130.324925,1.750769,0.000000,0.108567,0.222983,0.225204,0.190753,0.121430,0.062621,0.033939,0.020182,0.010775,0.003545,139.902240,1.600238,0.000000,0.094805,0.239543,0.242121,0.190065,0.114771,0.063689,0.032131,0.012180,0.005899,0.004796,145.657759,3.507624,0.000000,0.104793,0.235513,0.249036,0.180811,0.107339,0.060703,0.028159,0.017193,0.009611,0.006840,161.520714,3.929932
17,0.000000,0.177366,0.299022,0.221684,0.126276,0.082950,0.047791,0.023105,0.012926,0.006032,0.002847,15.809412,0.911795,0.000435,0.183593,0.322441,0.219126,0.125105,0.070974,0.038544,0.024452,0.005852,0.005187,0.004291,71.856294,1.232330,0.000000,0.094431,0.226610,0.260211,0.181859,0.105086,0.060149,0.031679,0.017882,0.013850,0.008242,178.671236,2.527306,0.000000,0.110289,0.203993,0.217305,0.202897,0.128726,0.076016,0.034065,0.017753,0.004475,0.004479,179.469410,3.518730
