BDS00471;40;Foam;Open
BDS00472;40;Firm;Closed
BDS00473;40;Firm;Closed
BDS00474;40;Firm;Closed
BDS00475;40;Firm;Open
BDS00476;40;Firm;Open
BDS00477;40;Firm;Open
BDS00478;40;Foam;Closed
BDS00479;40;Foam;Closed
BDS00480;40;Foam;Closed
BDS00481;41;Firm;Open
BDS00482;41;Firm;Open
BDS00483;41;Firm;Open
BDS00484;41;Firm;Closed
BDS00485;41;Firm;Closed
BDS00486;41;Firm;Closed
BDS00487;41;Foam;Closed
BDS00488;41;Foam;Closed
BDS00489;41;Foam;Closed
BDS00490;41;Foam;Open
BDS00491;41;Foam;Open
BDS00492;41;Foam;Open
BDS00493;42;Firm;Closed
BDS00494;42;Firm;Closed
BDS00495;42;Firm;Closed
BDS00496;42;Firm;Open
BDS00497;42;Firm;Open
BDS00498;42;Firm;Open
BDS00499;42;Foam;Open
BDS00500;42;Foam;Open
BDS00501;42;Foam;Open
BDS00502;42;Foam;Closed
BDS00503;42;Foam;Closed
BDS00504;42;Foam;Closed
BDS00505;43;Foam;Closed
BDS00506;43;Foam;Closed
BDS00507;43;Foam;Closed
BDS00508;43;Foam;Open
BDS00509;43;Foam;Open
BDS00510;43;Foam;Open
BDS00511;43;Firm;Open
BDS00512;43;Firm;Open
BDS00513;43;Firm;Open
BDS00514;43;Firm;Closed
BDS00515;43;Firm;Closed
BDS00516;43;Firm;Closed
BDS00517;44;Foam;Open
BDS00518;44;Foam;Open
BDS00519;44;Foam;Open
BDS00520;44;Firm;Closed
BDS00521;44;Firm;Closed
BDS00522;44;Firm;Closed
BDS00523;44;Firm;Open
BDS00524;44;Firm;Open
BDS00525;44;Firm;Open
BDS00526;44;Foam;Closed
BDS00527;44;Foam;Closed
BDS00528;44;Foam;Closed
BDS00529;45;Foam;Open
BDS00530;45;Foam;Open
BDS00531;45;Foam;Open
BDS00532;45;Foam;Closed
BDS00533;45;Foam;Closed
BDS00534;45;Foam;Closed
BDS00535;45;Firm;Closed
BDS00536;45;Firm;Closed
BDS00537;45;Firm;Closed
BDS00538;45;Firm;Open
BDS00539;45;Firm;Open
BDS00540;45;Firm;Open
